Line,Speaker,Text,Date
91,Kaine,... improved dramatically between 2014 and 2015.,2016-10-04
92,Pence,"You -- honestly, Senator, you can roll out the numbers and the sunny side, but I got to tell you, people in Scranton know different. People in Fort Wayne, Indiana, know different. I mean, this economy is struggling. The answer to this economy is not more taxes.",2016-10-04
93,Kaine,But it's not the giveaway tax relief to the folks at the top.,2016-10-04
94,Pence,It's not more spending...,2016-10-04
95,CANDIDATES,(CROSSTALK),2016-10-04
96,Kaine,I am interested to hear whether he'll defend his running mate's not releasing taxes and not paying taxes.,2016-10-04
97,Pence,Absolutely I will.,2016-10-04
98,Quijano,"Governor, with all due respect, the question was about whether it seems fair to you that Mr. Trump said he brilliantly used the laws to pay as little tax as legally possible.",2016-10-04
99,Pence,"Well, this is probably the difference between Donald Trump and Hillary Clinton and Senator Kaine. And, I mean, Hillary Clinton and Senator Kaine -- God bless you for it, career public servants, that's great -- Donald Trump is a businessman, not a career politician. He actually built a business. Those tax returns that were -- that came out publicly this week show that he faced some pretty tough times 20 years ago. But like virtually every other business, including the New York Times not too long ago, he used what's called net operating loss. We have a tax code, Senator, that actually is designed to encourage entrepreneurship in this country.",2016-10-04
100,Kaine,But why won't he release his tax returns?,2016-10-04
101,Pence,"Well, we're answering the question about -- about a business thing, is he...",2016-10-04
102,Kaine,"I do want to come back to that, but...",2016-10-04
103,Pence,"His tax returns -- his tax returns showed he went through a very difficult time, but he used the tax code just the way it's supposed to be used. And he did it brilliantly.",2016-10-04
104,Kaine,How do you know that? You haven't seen his tax returns.,2016-10-04
105,Pence,He created a runway -- because he's created a business that's worth billions of dollars today.,2016-10-04
106,Kaine,How do you know that?,2016-10-04
107,Pence,"And with regard to paying taxes, this whole riff about not paying taxes and people saying he didn't pay taxes for years, Donald Trump has created tens of thousands of jobs. And he's paid payroll taxes, sales taxes, property taxes...",2016-10-04
108,Kaine,"Elaine, let me talk about something.",2016-10-04
109,Quijano,"Senator, I'm going to give you about 30 seconds to respond, and I have question on Social Security for you.",2016-10-04
110,Kaine,OK.,2016-10-04
111,Pence,"The only issue on taxes -- Hillary Clinton is going to raise taxes, and Donald Trump and I are going to cut them.",2016-10-04
112,Kaine,"Donald Trump started this campaign in 2014 and he said, ""If I run for president, I will absolutely release my taxes."" He's broken his first...",2016-10-04
113,Pence,And he will.,2016-10-04
114,Kaine,"He's broken his first promise. Second, he stood on the stage...",2016-10-04
115,Pence,He hasn't broken his promise. He said he's...,2016-10-04
116,Kaine,"He stood on the stage last week and when Hillary said, you haven't been paying taxes, he said, ""That makes me smart."" So it's smart not to pay for our military? It's smart not to pay for veterans? It's smart not to pay for teachers? And I guess all of us who do pay for those things, I guess we're stupid. And the last thing I'll say is this...",2016-10-04
117,Pence,"Senator, do you take all the deductions that you're entitled to?",2016-10-04
118,Kaine,The last thing -- the last thing I want to ask Governor Pence is...,2016-10-04
119,Pence,I do.,2016-10-04
120,Kaine,Governor Pence had to give Donald Trump his tax returns to show he was qualified to be vice president. Donald Trump must give the American public his tax returns to show that he's qualified to be president. And he's breaking his promise.,2016-10-04
121,Pence,"Elaine, I have to respond to this.",2016-10-04
122,Quijano,"You get very little time, 20 seconds.",2016-10-04
123,Pence,I'll be -- I'll be very respectful.,2016-10-04
124,Quijano,Governor?,2016-10-04
125,Pence,"Look, Donald Trump has filed over 100 pages of financial disclosure, which is what the law requires.",2016-10-04
126,Kaine,But he said he would release his tax returns.,2016-10-04
127,Quijano,"All right, Gentlemen...",2016-10-04
128,Pence,"The American people can review that. And he's going -- Senator, he's going to release his tax returns when the audit is over...",2016-10-04
129,Quijano,... I need to ask you about Social Security...,2016-10-04
130,Kaine,Richard Nixon released tax returns when he was under audit.,2016-10-04
131,Pence,They're going to raise your taxes. We're going to cut your taxes.,2016-10-04
132,Quijano,Gentlemen...,2016-10-04
133,Kaine,If you can't meet Nixon's standard...,2016-10-04
134,Quijano,The people at home cannot understand either one of you when you speak over each other. I would please ask you to wait until it is that the other is finished.,2016-10-04
135,Kaine,All right. We're having fun up here.,2016-10-04
136,Quijano,"Senator Kaine, on the issue of Social Security, in 18 years, when the Social Security Trust Funds run out of money, you'll be 76. The Committee for a Responsible Federal Budget estimates your benefits could be cut by as much as $7,500 per year. What would your administration do to prevent this cut?",2016-10-04
137,Kaine,"First, we're going to protect Social Security, which is one of the greatest programs that the American government has ever done. It happened at a time when you would work your whole life, your whole life, raising your kids, working, being a Little League coach or a Sunday school teacher, and then you would retire into poverty. And Social Security has enabled people to retire with dignity and overwhelmingly not be in poverty. We have to keep it solvent. And we will keep it solvent. And we'll look for strategies like adjusting the payroll tax cap upward in order to do that. Here's what Hillary and I will not do. And I want to make this very plain. We will never, ever engage in a risky scheme to privatize Social Security. Donald Trump wrote a book and he said Social Security is a Ponzi scheme and privatization would be good for all of us. And when Congressman Pence was in Congress, he was the chief cheerleader for the privatization of Social Security. Even after President Bush stopped pushing for it, Congressman Pence kept pushing for it. We're going to stand up against efforts to privatize Social Security. And we'll look for ways to keep it solvent going forward, focusing primarily on the payroll tax cap.",2016-10-04
138,Quijano,"Governor Pence, I'll give you an opportunity to respond.",2016-10-04
139,Pence,"Well, thanks, Elaine. There they go again. OK...",2016-10-04
140,Kaine,Go read -- go read the book.,2016-10-04
141,Pence,All Donald Trump -- all Donald Trump and I have said about Social Security is we're going to meet our obligations to our seniors. That's it.,2016-10-04
142,Kaine,Go read the book.,2016-10-04
143,Pence,"We've said we're going to meet the obligations of Medicare. That's what this campaign is really about, Senator. And I get, this is -- this is the old scare tactic that they roll out...",2016-10-04
144,Kaine,"But -- but you have a voting record, Governor.",2016-10-04
145,Pence,"And I get all of that. I just, look...",2016-10-04
146,Kaine,I...,2016-10-04
147,Pence,There's a question that you asked a little bit earlier that I want to go back to.,2016-10-04
148,Kaine,I can't believe that you won't defend your own voting record.,2016-10-04
149,Pence,I have to go back to.,2016-10-04
150,Quijano,We...,2016-10-04
151,Pence,"Well, look, I -- you're running with Hillary Clinton, who wants to raise taxes by $1 trillion, increase spending by $2 trillion, and you say you're going to keep the promises of Social Security. Donald Trump and I are going to cut taxes. We're going to -- we're going to -- we're going to...",2016-10-04
152,Kaine,You're not going to cut taxes. You're going to raise taxes on the middle class.,2016-10-04
153,Pence,... reform government programs so we can meet the obligations of Social Security and Medicare.,2016-10-04
154,Quijano,All right.,2016-10-04
155,Pence,"Stay on the path that your party has us on, we're going to be in a -- in a mountain range of debt. And we're going to face hard choices and...",2016-10-04
156,CANDIDATES,(CROSSTALK),2016-10-04
157,Quijano,"Gentleman, I want to move on now.",2016-10-04
158,Kaine,"You did ask this question about debt, and the debt explosion on the Trump plan is much, much bigger than anything on the Clinton side.",2016-10-04
159,Quijano,All right. Let me move on now...,2016-10-04
160,Pence,Three hundred and five (ph) economists said your plan is bad for the economy.,2016-10-04
161,Quijano,"... to the issue of law enforcement and race relations. Law enforcement and race relations. After the Dallas police shooting, Police Chief David Brown said, quote, ""We're asking cops to do too much in this country. Every societal failure we put it off on the cops to solve. Not enough mental health funding, not enough drug addiction funding, schools fail, let's give it to the cops."" Do we ask too much of police officers in this country? And how would you specifically address the chief's concerns? Senator Kaine?",2016-10-04
162,Kaine,"Elaine, I think that's a very fair comment. I think we put a lot on police shoulders. And this is something I got a lot of scar tissue and experience on. I was a city councilman and mayor in Richmond. And when I came in, we had one of the highest homicide rates in the United States. We fought very, very hard over the course of my time in local office with our police department, and we reduced our homicide rate nearly in half. And then when I was governor of Virginia, we worked hard, too. And we did something we had really wanted to do. For the first time ever, we cracked the top 10, 10 safest states, because we worked together. Here's what I learned as a mayor and a governor. The way you make communities safer and the way you make police safer is through community policing. You build the bonds between the community and the police force, build bonds of understanding, and then when people feel comfortable in their communities, that gap between the police and the communities they serve narrows. And when that gap narrows, it's safer for the communities and it's safer for the police. That model still works across our country, but there are some other models that don't work, an overly aggressive, more militarized model. Donald Trump recently said we need to do more stop-and-frisk around the country. That would be a big mistake because it polarizes the relationship between the police and the community. So here's what we'll do. We'll focus on community policing. We will focus on -- and Hillary Clinton has rolled out a really comprehensive mental health reform package that she worked on with law enforcement professionals, and we will also fight the scourge of gun violence in the United States. I'm a gun-owner. I'm a strong Second Amendment supporter. But I've got a lot of scar tissue, because when I was governor of Virginia, there was a horrible shooting at Virginia Tech, and we learned that through that painful situation that gaps in the background record check system should have been closed and it could have prevented that crime, and so we're going to work to do things like close background record checks. And if we do, we won't have the tragedies that we did. One of those killed at Virginia Tech was a guy named Liviu Librescu. He was a 70-plus-year-old Romanian Holocaust survivor. He had survived the Holocaust. Then he survived the Soviet Union takeover of his country. But then he was a visiting professor at Virginia Tech, and he couldn't survive the scourge of gun violence. We can support the Second Amendment and do things like background record checks and make us safer, and that will make police safer, too.",2016-10-04
163,Quijano,Governor Pence?,2016-10-04
164,Pence,"You know, my uncle was a cop, a career cop, on the beat in downtown Chicago. He was my hero when I was growing up. And we'd go up to visit my dad's family in Chicago. My three brothers and I would marvel at my uncle when he would come out in his uniform, sidearm at his side. Police officers are the best of us. And the men and women, white, African-American, Asian, Latino, Hispanic, they put their lives on the line every single day. And let my say, at the risk of agreeing with you, community policing is a great idea. It's worked in the Hoosier state. And we fully support that. Donald Trump and I are going to make sure that law enforcement have the resources and the tools to be able to really restore law and order to the cities and communities in this nation. It's probably -- probably why the 330,000 members of the Fraternal Order of Police endorsed Donald Trump as the next president of the United States of America, because they see his commitment to them. They see his commitment to law and order. But they also -- they also hear the bad mouthing, the bad mouthing that comes from people that seize upon tragedy in the wake of police action shootings as -- as a reason to -- to use a broad brush to accuse law enforcement of -- of implicit bias or institutional racism. And that really has got to stop. I mean, when an African-American police officer in Charlotte named Brentley Vinson, an all-star football player who went to Liberty University here in the state, came home, followed his dad into law enforcement, joined the force in Charlotte, joined the force in Charlotte in 2014, was involved in a police action shooting that claimed the life of Keith -- Keith Lamont Scott, it was a tragedy. I mean, I -- we -- we mourn with those who mourn. We -- we grieve with those who grieve. And we're saddened at the loss of life. But Hillary Clinton actually referred to that moment as an example of implicit bias in the police force, where -- where she used -- when she was asked in the debate a week ago whether there was implicit bias in law enforcement, her only answer was that there's implicit bias in everyone in the United States. I just think...",2016-10-04
165,Kaine,Can I -- can I explain...,2016-10-04
166,Pence,"... I just think what we ought to do is we ought to stop seizing on these moments of tragedy. We ought to assure the public that we'll have a full and complete and transparent investigation whenever there's a loss of life because of police action. But, Senator, please, you know, enough of this seeking every opportunity to demean law enforcement broadly by making the accusation of implicit bias every time tragedy occurs.",2016-10-04
167,Kaine,"Elaine -- Elaine, people shouldn't be afraid to bring up issues of bias in law enforcement. And if you're afraid to have...",2016-10-04
168,Pence,I'm not afraid to bring that up.,2016-10-04
169,Kaine,"And if -- if you're afraid to have the discussion, you'll never solve it. And so here's -- here's an example, heartbreaking. We would agree this was a heartbreaking example. The guy, Philando Castile, who was killed in St. Paul, he was a worker, a valued worker in a local school. And he was killed for no apparent reason in an incident that will be discussed and will be investigated. But when folks went and explored this situation, what they found is that Philando Castile, who was a -- they called him Mr. Rogers with Dreadlocks in the school that he worked. The kids loved him. But he had been stopped by police 40 or 50 times before that fatal incident. And if you look at sentencing in this country, African-Americans and Latinos get sentenced for the same crimes at very different rates.",2016-10-04
170,Pence,We need criminal justice reform.,2016-10-04
171,Kaine,"Well, we do.",2016-10-04
172,Pence,Indiana has passed criminal justice reform.,2016-10-04
173,Kaine,"But I just want to say, those who say that we should not...",2016-10-04
174,Pence,But that's not what you're talking about.,2016-10-04
175,Kaine,"... we should not be able to bring up and talk about bias in the system, we'll never solve the problem...",2016-10-04
176,Quijano,Governor Pence...,2016-10-04
177,CANDIDATES,(CROSSTALK),2016-10-04
178,Quijano,Governor Pence...,2016-10-04
179,Pence,"Senator, when African-American police officers involved in a police action shooting involving an African-American, why would Hillary Clinton accuse that African-American police officer of implicit bias?",2016-10-04
180,Kaine,"Well, I guess I can't believe you are defending the position that there is no bias and it's a topic we don't even...",2016-10-04
181,CANDIDATES,(CROSSTALK),2016-10-04
182,Quijano,"Governor Pence, I have a question on that point.",2016-10-04
183,Pence,I did not make that statement. I...,2016-10-04
184,Quijano,"Your fellow Republican, Governor Pence, Senator Tim Scott, who is African-American, recently spoke on the Senate floor. He said he was stopped seven times by law enforcement in one year.",2016-10-04
185,Kaine,A U.S. senator.,2016-10-04
186,Quijano,"He said, ""I have felt the anger, the frustration, the sadness, and the humiliation that comes with feeling like you're being targeted for nothing more than being just yourself."" What would you say to Senator Scott about his experiences?",2016-10-04
187,Pence,"Well, I have the deepest respect for Senator Scott, and he's a close friend. And what I would say is that we -- we need to adopt criminal justice reform nationally. I -- I signed criminal justice reform in the state of Indiana, Senator, and we're very proud of it. I worked when I was Congress on a second chance act. We have got to do a better job recognizing and correcting the errors in the system that do reflect on institutional bias in criminal justice. But what -- what -- what Donald Trump and I are saying is let's not have the reflex of assuming the worst of men and women in law enforcement. We truly do believe that law enforcement is not a force for racism or division in our country...",2016-10-04
188,Kaine,"Elaine, can I...",2016-10-04
189,Quijano,"So what would you say to Senator Scott, Governor?",2016-10-04
190,Pence,"Law enforcement in this country is a force for good. They are the -- they truly are people that put their lives on the line every single day. But I would -- I would suggest to you, what we need to do is assert a stronger leadership at the national level to support law enforcement. You just heard Senator Kaine reject stop-and-frisk. Well, I would suggest to you that the families that live in our inner cities that are besieged by crime...",2016-10-04
191,Kaine,"Elaine, let me -- let me...",2016-10-04
192,Quijano,"Governor, the question is about Senator Scott. What would -- what would you tell Senator Scott?",2016-10-04
193,Kaine,"Elaine, if I could -- if I could jump in. I've heard Senator Scott make that eloquent plea. And look, criminal justice is about respecting the law and being respected by the law. So there is a fundamental respect issue here. And I just want to talk about the tone that's set from the top. Donald Trump during his campaign has called Mexicans rapists and criminals. He's called women slobs, pigs, dogs, disgusting. I don't like saying that in front of my wife and my mother. He attacked an Indiana-born federal judge and said he was unqualified to hear a federal lawsuit because his parents were Mexican. He went after John McCain, a POW, and said he wasn't hero because he'd been captured. He said African-Americans are living in Hell. And he perpetrated this outrageous and bigoted lie that President Obama is not a U.S. citizen. If you want to have a society where people are respected and respect laws, you can't have somebody at the top who demeans every group that he talks about. And I just -- again, I cannot believe that Governor Pence will defend the insult-driven campaign that Donald Trump has run.",2016-10-04
194,Quijano,"All right. I want to turn to our next segment now, immigration. Your running mates have both said that undocumented immigrants who have committed violent crimes should be deported. What would you tell the millions of undocumented immigrants who have not committed violent crimes? Governor Pence?",2016-10-04
195,Pence,"Donald Trump's laid out a plan to end illegal immigration once and for all in this country. We've been talking it to death for 20 years. Hillary Clinton and Tim Kaine want to continue the policies of open borders, amnesty, catch and release, sanctuary cities, all the things that are driving -- that are driving wages down in this country, Senator, and also too often with criminal aliens in the country, it's bringing heartbreak. But I -- Donald Trump has a plan that he laid out in Arizona, that will deal systemically with illegal immigration, beginning with border security, internal enforcement. It's probably why for the first time in the history of Immigration and Customs Enforcement their union actually endorsed Donald Trump as the next president of the United States, because they know they need help to enforce the laws of this country. And Donald Trump has laid out a priority to remove criminal aliens, remove people that have overstayed their visas. And -- and once we have accomplished all of that, which will -- which will strengthen our economy, strengthen the rule of law in the country and make our communities safer once the criminal aliens are out, then we'll deal with those that remain. But I have to tell you, I just -- I was listening to the avalanche of insults coming out of Senator Kaine a minute ago.",2016-10-04
196,Kaine,"These were Donald's -- hold on a second, Governor.",2016-10-04
197,CANDIDATES,(CROSSTALK),2016-10-04
198,Pence,"It's my time, Senator.",2016-10-04
199,Quijano,"It is, in fact, the governor's time.",2016-10-04
200,Kaine,I apologize. It's your two minutes. I apologize.,2016-10-04
201,Pence,"Thanks. I forgive you. He says ours is an insult-driven campaign. Did you all just hear that? Ours is an insult-driven campaign? I mean, to be honest with you, if Donald Trump had said all of the things that you've said he said in the way you said he said them, he still wouldn't have a fraction of the insults that Hillary Clinton leveled when she said that half of our supporters were a basket of deplorables. It's -- she said they were irredeemable, they were not American. I mean, it's extraordinary. And then she labeled one after another ""ism"" on millions of Americans who believe that we can have a stronger America at home and abroad, who believe we can get this economy moving again, who believe that we can end illegal immigration once and for all. So, Senator, this -- this insult-driven campaign, I mean...",2016-10-04
202,Quijano,Governor...,2016-10-04
203,Pence,That's small potatoes compared to Hillary Clinton...,2016-10-04
204,Quijano,Senator Kaine?,2016-10-04
205,Pence,.... calling half of Donald Trump's supporters a basket of deplorables.,2016-10-04
206,Kaine,"Hillary Clinton said something on the campaign trail, and the very next day, she said, you know what, I shouldn't have said that.",2016-10-04
207,Pence,She said she shouldn't have said half.,2016-10-04
208,Quijano,"Governor, this is Senator Kaine's two minutes, please.",2016-10-04
209,Kaine,"Yeah, that's right, so now we're even.",2016-10-04
210,Pence,Yeah.,2016-10-04
211,Audience,(LAUGHTER),2016-10-04
212,Kaine,Look for Donald trump apologizing to John McCain for saying he wasn't a hero...,2016-10-04
213,Pence,Oh...,2016-10-04
214,Kaine,"... to Donald Trump apologizing for calling women slobs, pigs, dogs, disgusting.",2016-10-04
215,Pence,"She apologized for saying ""half.""",2016-10-04
216,Quijano,"Governor. It is his two minutes, please.",2016-10-04
217,Kaine,"Did Donald Trump apologize for taking after somebody in a Twitter war and making fun of her weight? Did he apologize for saying African-Americans are living in Hell? Did he apologize for saying President Obama was not even a citizen of the United States? You will look in vain to see Donald Trump ever taking responsibility for anybody and apologizing. Immigration. There's two plans on the table. Hillary and I believe in comprehensive immigration reform. Donald Trump believes in deportation nation. You've got to pick your choice. Hillary and I want a bipartisan reform that will put keeping families together as the top goal, second, that will help focus enforcement efforts on those who are violent, third, that will do more border control, and, fourth, that will provide a path to citizenship for those who work hard, pay taxes, play by the rules, and take criminal background record checks. That's our proposal. Donald Trump proposes to deport 16 million people, 11 million who are here without documents. And both Donald Trump and Mike Pence want to get rid of birthright citizenship. So if you're born here, but your parents don't have documents, they want to eliminate that. That's another 4.5 million people. These guys -- and Donald Trump have said it -- deportation force. They want to go house to house, school to school, business to business, and kick out 16 million people. And I cannot believe...",2016-10-04
218,Pence,That's nonsense. That's nonsense.,2016-10-04
219,Kaine,I cannot believe that Governor Pence would sit here and defend his running mate's claim that we should create a deportation force to -- so that they'll all be gone.,2016-10-04
220,Pence,"Senator, we have a deportation force. It's called Immigrations and Customs Enforcement. And the union for Immigrations and Customs Enforcement for the first time in their history endorsed Donald Trump to be the next president of the United States of America.",2016-10-04
221,Kaine,So you like the 16 million deportations?,2016-10-04
222,Pence,"Senator, that's -- that's nonsense. Look, what you just heard is they have a plan for open borders, amnesty. That's...",2016-10-04
223,CANDIDATES,(CROSSTALK),2016-10-04
224,Kaine,Our plan is like Ronald Reagan's plan from 1986.,2016-10-04
225,Pence,They call it comprehensive immigration reform -- they call it comprehensive immigration reform on Capitol Hill. We all know the routine. It's amnesty. And you heard one of the last things he mentioned was border security.,2016-10-04
226,Pence,That's how Washington always plays it.,2016-10-04
227,Kaine,"No, I...",2016-10-04
228,Pence,"They always say we're going to do this, we're going to do that, we'll eventually get the border... (",2016-10-04
229,CANDIDATES,(CROSSTALK),2016-10-04
230,Kaine,"... border security three years ago, and Governor Pence was against it.",2016-10-04
231,Quijano,"Governor, Mr. Trump has said...",2016-10-04
232,Pence,"Ronald Reagan said a nation without borders is not a nation. Donald Trump is committed to restoring the borders of this nation and securing our nation, enforcing our laws.",2016-10-04
233,Quijano,"So, Governor, how would these millions of undocumented immigrants leave? Would they be forcibly removed?",2016-10-04
234,Pence,"Well, I think Donald Trump laid out a series of priorities that doesn't ends with border security. It begins with border security. And after we secure the border, not only build a wall, but beneath the ground and in the air, we do internal enforcement. But he said the focus has to be on criminal aliens. We just -- we just had a conversation about law enforcement. We just had a conversation about the -- the violence that's besetting our cities. The reality is that there's heartbreak and tragedy that has struck American families because people that came into this country illegally are now involved in criminal enterprise and activity. And we don't have the resources or the will to deport them systemically. Donald Trump has said we're going to move those people out, people who've overstayed their visas. We're going to enforce the law of this country. We're going to strengthen Immigrations and Customs Enforcements with more resources and more personnel to be able to do that. And then Donald Trump has made it clear, once we've done all of those things, that we're going to reform the immigration system that we have...",2016-10-04
235,Kaine,I just have to correct Governor Pence....,2016-10-04
236,Pence,... where people can come into this country.,2016-10-04
237,Kaine,I have to...,2016-10-04
238,Pence,"That's the order that you should do it. Border security, removing criminal aliens, upholding with law, and then -- but then, Senator, I'll work you when you go back to the Senate, I promise you, we'll work you to reform the immigration system.",2016-10-04
239,Kaine,"I look forward to working together in whatever capacities we serve in. But I just want to make it very, very clear that he's trying to fuzz up what Donald Trump has said. When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said, no, we're building a wall, and we're deporting everybody. He said, quote, ""They will all be gone."" ""They will all be gone."" And this is one of these ones where you can just go to the tape on it and see what Donald Trump has said. And to add...",2016-10-04
240,Pence,He's talking about criminal aliens.,2016-10-04
241,Kaine,"And to add to it, and to add to it, and to add to it, we are a nation of immigrants. Mike Pence and I both are descended from immigrant families. Some things, you know, maybe weren't said so great about the Irish when they came, but we've done well by absorbing immigrants, and it's made our nation stronger. When Donald Trump says Mexicans are rapists and criminals, Mexican immigrants, when Donald Trump says about your judge, a Hoosier judge, he said that Judge Curiel was unqualified to hear a case because his parents were Mexican, I can't imagine how you could defend that.",2016-10-04
242,Quijano,"Gentleman, I'd like to shift now to the threat of terrorism. Do you think the world today is a safer or more dangerous place than it was eight years ago? Has the terrorist threat increased or decreased? Senator Kaine?",2016-10-04
243,Kaine,"The terrorist threat has decreased in some ways, because bin Laden is dead. The terrorist threat has decreased in some ways because an Iranian nuclear weapons program has been stopped. The terrorist threat to United States troops has been decreased in some ways because there's not 175,000 in a dangerous part of the world. There's only 15,000. But there are other parts of the world that are challenging. Let me tell you this: To beat terrorism, there's only one candidate who can do it, and it's Hillary Clinton. Remember, Hillary Clinton was the senator from New York on 9/11. She was there at the World Trade Center when they were still searching for victims and survivors. That's seared onto her, the need to beat terrorism. And she's got a plan to do it. She was part of the national security team that wiped out bin Laden. Here's her plan to defeat ISIL. First, we've got to keep taking out their leaders on the battlefield. She was part of the team that got bin Laden, and she'll lead the team that will get Abu Bakr al-Baghdadi, the head of ISIS. Second, we've got to disrupt financing networks, third, disrupt their ability to recruit on the Internet, in their safe havens. But, fourth, we also have to work with allies to share and surge intelligence. That's the Hillary Clinton plan; she's got the experience to do it. Donald Trump. Donald Trump can't start a Twitter war with Miss Universe without shooting himself in the foot. Donald Trump doesn't have a plan. He said, ""I have a secret plan,"" and then he said, ""Um, I know more than all the generals about ISIL."" And then he said, ""I'm going to call the generals to help me figure out a plan."" And finally he said, ""I'm going to fire all the generals."" He doesn't have a plan. But he does have dangerous ideas. Here's four. He trash talks the military. The military is a disaster, John McCain's no hero, the generals need all to be fired, and I know more than them. He wants to tear up alliances. NATO is obsolete, and we'll only work together with Israel if they pay ""big league."" Third, he loves dictators. He's got kind of a personal Mount Rushmore, Vladimir Putin, Kim Jong-un, Moammar Gadhafi...",2016-10-04
244,Pence,"Oh, please. Come on.",2016-10-04
245,Kaine,"... and Saddam Hussein. And last and most dangerously, Donald Trump believes -- Donald Trump believes that the world will be safer if more nations have nuclear weapons. He's said Saudi Arabia should get them, Japan should get them, Korea should get them. And when he was confronted with this, and told, wait a minute, terrorists could get those, proliferation could lead to nuclear war, here's what Donald Trump said, and I quote: ""Go ahead, folks, enjoy yourselves."" I'd love to hear Governor Pence tell me what's so enjoyable or comical about nuclear war.",2016-10-04
246,Quijano,Governor Pence?,2016-10-04
247,Pence,Did you work on that one a long time? Because that had a lot of really creative lines in it.,2016-10-04
248,Kaine,"Well, I'm going to see if you can defend any of it.",2016-10-04
249,Pence,"Well, look, I can defend -- I -- I -- I can -- I can make very clear to the American people, after traveling millions of miles as our secretary of state, after being the architect of the foreign policy of this administration, America is less safe today than it was the day that Barack Obama became president of the United States. It's absolutely inarguable. We've weakened America's place in the world. It's been a combination of factors, but mostly it's been a lack of leadership. I mean, I will give you -- and I was in Washington, D.C., on 9/11. I saw the clouds of smoke rise from the Pentagon.",2016-10-04
250,Kaine,I was in Virginia where the Pentagon's...,2016-10-04
251,CANDIDATES,(CROSSTALK),2016-10-04
252,Pence,"I know you were. We all lived through that day as a nation. It was heartbreaking. And I want to give this president credit for bringing Osama bin Laden to justice. But the truth is, Osama bin Laden led Al Qaida. Our primary threat today is ISIS. And because Hillary Clinton failed to renegotiate a status of forces agreement that would have allowed some American combat troops to remain in Iraq and secure the hard fought gains the American soldier had won by 2009, ISIS was able to be literally conjured up out of the desert, and it's overrun vast areas that the American soldier had won in Operation Iraqi Freedom. My heart breaks for the likes of Lance Cpl. Scott Zubowski. He fell in Fallujah in 2005. He fought hard through some of the most difficult days in Operation Iraqi Freedom, and he paid the ultimate sacrifice to defend our freedom and secure that nation. And that nation was secured in 2009. But because Hillary Clinton and Barack Obama failed to provide a status of forces agreement and leave sufficient troops in there, we are back at war. The president just ordered more troops on the ground. We are back at war in Iraq. And Scott Zubowski, whose mom would always come to Memorial Day events in Newcastle, Indiana, to see me, and I'd give her a hug and tell her we're never going to forget her son and we never will, Scott Zubowski and the sacrifices the American soldier made were squandered in Iraq because this administration created a vacuum in which ISIS was able to grow. And a reference to the Iranian deal, the Iranian deal that Hillary Clinton initiated, $150 billion to the radical mullahs in Iran.",2016-10-04
253,Kaine,Stopping a nuclear weapons program without firing a shot?,2016-10-04
254,Pence,You didn't stop the nuclear weapons program.,2016-10-04
255,Kaine,"Yes, we did.",2016-10-04
256,Pence,You essentially...,2016-10-04
257,Kaine,Even the Israeli military says it stopped.,2016-10-04
258,Pence,"... guaranteed that Iran will someday become a nuclear power, because there's no limitations once the period of time of the treaty comes off.",2016-10-04
259,Quijano,"Governor Pence, Mr. Trump has proposed extreme vetting of immigrants from parts of the world that export terrorism. But that does not address many of the recent terrorist attacks in the United States, such as the Orlando nightclub massacre and the recent bombings in New York and New Jersey. Those were homegrown, committed by U.S. citizens and legal residents. What specific tools would you use to prevent those kinds of attacks?",2016-10-04
260,Pence,"Well, I think it's -- I think it's a great question, Elaine, but it really does begin with us reforming our immigration system and putting the interests, particularly the safety and security of the American people, first. I mean, Donald Trump has called for extreme vetting for people coming into this country so that we don't bring people into the United States who are hostile to our Bill of Rights freedoms, who are hostile to the American way life. But also, Donald Trump and I are committed to suspending the Syrian refugee program and programs and immigration from areas of the world that have been compromised by terrorism. Hillary Clinton and Tim Kaine want to increase the Syrian refugee program by 500... (",2016-10-04
261,CANDIDATES,(CROSSTALK),2016-10-04
262,Kaine,"Elaine, I want to...",2016-10-04
263,CANDIDATES,(CROSSTALK),2016-10-04
264,Quijano,"Governor, the question was about homegrown.",2016-10-04
265,Pence,"Yeah, and so -- but first, you know, let's make sure we're putting the safety and security of the American people first instead of Hillary Clinton expanding the Syrian refugee program...",2016-10-04
266,Kaine,Or instead of you violating the Constitution by blocking people based on their national origin rather than whether they're dangerous.,2016-10-04
267,Pence,That's not -- that's absolutely false.,2016-10-04
268,Kaine,"That's what the Seventh Circuit decided just -- here's the difference, Elaine.",2016-10-04
269,Pence,The Seventh Circuit...,2016-10-04
270,Kaine,"We have different views on -- on refugee issues and on immigration. Hillary and I want to do enforcement based on, are people dangerous? These guys say all Mexicans are bad.",2016-10-04
271,Pence,That's absolutely false.,2016-10-04
272,Kaine,"And with respect to refugees, we want to keep people out if they're dangerous. Donald Trump said keep them out if they're Muslim. Mike Pence...",2016-10-04
273,Pence,Absolutely...,2016-10-04
274,Kaine,... put a program in place to keep them out if they're from Syria. And yesterday an appellate court with three Republican judges struck down the Pence plan...,2016-10-04
275,Pence,Right. Right.,2016-10-04
276,Kaine,... and said it was discriminatory...,2016-10-04
277,Pence,And those judges -- those judges said...,2016-10-04
278,Kaine,"We should focus upon danger, not upon discrimination.",2016-10-04
279,Quijano,Governor?,2016-10-04
